"","ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","ACCIDENT_TYPE","Accident Type Desc","DAY_OF_WEEK","Day Week Description","ROAD_GEOMETRY","Road Geometry Desc","SPEED_ZONE","SEVERITY","VEHICLE_TYPE","Vehicle Type Desc","LGA_NAME","LGA_NAME_ALL","Lat","Long","POSTCODE_NO","ROAD_NAME","ROAD_TYPE","ROAD_TYPE_INT","DISTANCE_LOCATION","YEAR","sev_desc"
"290992","T20160014353",2016-07-01,16:15:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","040",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.87028523,144.9809572,3182,"BLESSINGTON","STREET","STREET",32,2016,"Other injury accident"
"291017","T20160014390",2016-07-02,08:30:00,1,"Collision with vehicle",7,"Saturday",1,"Cross intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.88026663,144.9910296,3184,"SCOTT","STREET","STREET",0,2016,"Other injury accident"
"291037","T20160014408",2016-07-01,13:10:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86701977,144.9905981,3182,"CHAPEL","STREET","STREET",19,2016,"Other injury accident"
"291066","T20160014445",2016-07-03,10:50:00,1,"Collision with vehicle",1,"Sunday",1,"Cross intersection","050",3,"13","Bicycle","KNOX","KNOX",-37.8752708,145.2250034,3152,"KINGS","COURT","PARADE",0,2016,"Other injury accident"
"291076","T20160014453",2016-07-03,13:00:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","060",3,"13","Bicycle","BAYSIDE","BAYSIDE",-37.9937393,145.0331405,3193,"BEACH","ROAD","STREET",59,2016,"Other injury accident"
"291133","T20160014499",2016-07-04,10:45:00,1,"Collision with vehicle",2,"Monday",2,"T intersection","999",2,"13","Bicycle","YARRA","YARRA",-37.82612263,145.006289,3121,"BEISSEL","STREET","STREET",0,2016,"Serious injury accident"
"291137","T20160014504",2016-07-04,10:20:00,1,"Collision with vehicle",2,"Monday",5,"Not at intersection","060",2,"13","Bicycle","COLAC OTWAY","COLAC OTWAY",-38.33953607,143.5829112,3250,"MURRAY","STREET","STREET",113,2016,"Serious injury accident"
"291148","T20160014515",2016-07-02,13:40:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","FRANKSTON","FRANKSTON",-38.12290979,145.1345592,3198,"WELLS","ROAD","AVENUE",112,2016,"Other injury accident"
"291184","T20160014549",2016-07-04,19:10:00,1,"Collision with vehicle",2,"Monday",1,"Cross intersection","060",2,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.87065817,145.0086104,3161,"BALACLAVA","ROAD","ROAD",0,2016,"Serious injury accident"
"291216","T20160014585",2016-07-05,07:42:00,8,"No collision and no object struck",3,"Tuesday",5,"Not at intersection","100",3,"13","Bicycle","BASS COAST","BASS COAST",-38.58320344,145.6209832,3995,"KORUMBURRA-WONTHAGGI","ROAD","ROAD",51,2016,"Other injury accident"
"291217","T20160014585",2016-07-05,07:42:00,8,"No collision and no object struck",3,"Tuesday",5,"Not at intersection","100",3,"13","Bicycle","BASS COAST","BASS COAST",-38.58320344,145.6209832,3995,"KORUMBURRA-WONTHAGGI","ROAD","ROAD",51,2016,"Other injury accident"
"291218","T20160014585",2016-07-05,07:42:00,8,"No collision and no object struck",3,"Tuesday",5,"Not at intersection","100",3,"13","Bicycle","BASS COAST","BASS COAST",-38.58320344,145.6209832,3995,"KORUMBURRA-WONTHAGGI","ROAD","ROAD",51,2016,"Other injury accident"
"291219","T20160014585",2016-07-05,07:42:00,8,"No collision and no object struck",3,"Tuesday",5,"Not at intersection","100",3,"13","Bicycle","BASS COAST","BASS COAST",-38.58320344,145.6209832,3995,"KORUMBURRA-WONTHAGGI","ROAD","ROAD",51,2016,"Other injury accident"
"291223","T20160014588",2016-04-17,18:30:00,1,"Collision with vehicle",1,"Sunday",1,"Cross intersection","060",3,"13","Bicycle","BENDIGO","BENDIGO",-36.76810329,144.2654253,3555,"HIGH","STREET","STREET",0,2016,"Other injury accident"
"291279","T20160014647",2016-07-05,14:41:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",3,"13","Bicycle","BOROONDARA","BOROONDARA",-37.82390363,145.046187,3123,"BURWOOD","ROAD","PLACE",0,2016,"Other injury accident"
"291287","T20160014651",2016-07-05,21:48:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","050",2,"13","Bicycle","GLENELG","GLENELG",-38.3637485,141.5931529,3305,"COOLIBAH","COURT","STREET",0,2016,"Serious injury accident"
"291326","T20160014688",2016-07-06,08:30:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","999",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81476868,144.9457994,3008,"LA TROBE","STREET","ESPLANADE",74,2016,"Other injury accident"
"291394","T20160014753",2016-07-07,08:06:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","999",3,"13","Bicycle","BAYSIDE","BAYSIDE",-37.95507579,145.0317844,3192,"BAY","ROAD","ROAD",0,2016,"Other injury accident"
"291414","T20160014769",2016-07-07,10:45:00,1,"Collision with vehicle",4,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80378502,144.9562523,3051,"PEEL","STREET","STREET",0,2016,"Other injury accident"
"291427","T20160014782",2016-07-06,18:05:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","777",3,"13","Bicycle","YARRA","YARRA",-37.79800096,144.998008,3067,"TRENERRY","CRESCENT","STREET",7,2016,"Other injury accident"
"291456","T20160014812",2016-07-07,18:30:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","YARRA","YARRA",-37.782405,144.97548,3054,"CANNING","STREET","STREET",0,2016,"Other injury accident"
"291461","T20160014816",2016-06-30,18:30:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","050",3,"13","Bicycle","YARRA","YARRA",-37.81118665,144.9936528,3121,"ELIZABETH","STREET","STREET",0,2016,"Other injury accident"
"291495","T20160014849",2016-07-08,07:10:00,2,"Struck Pedestrian",6,"Friday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81246624,144.9539214,3000,"KING","STREET","STREET",0,2016,"Other injury accident"
"291496","T20160014849",2016-07-08,07:10:00,2,"Struck Pedestrian",6,"Friday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81246624,144.9539214,3003,"KING","STREET","STREET",0,2016,"Other injury accident"
"291497","T20160014849",2016-07-08,07:10:00,2,"Struck Pedestrian",6,"Friday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81246624,144.9539214,3003,"KING","STREET","STREET",0,2016,"Other injury accident"
"291498","T20160014849",2016-07-08,07:10:00,2,"Struck Pedestrian",6,"Friday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81246624,144.9539214,3000,"KING","STREET","STREET",0,2016,"Other injury accident"
"291532","T20160014901",2016-07-08,17:09:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","060",3,"13","Bicycle","HUME","HUME",-37.66659694,144.9482005,3061,"BARRY","ROAD","PARADE",70,2016,"Other injury accident"
"291535","T20160014902",2016-05-28,09:58:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","DAREBIN","DAREBIN",-37.74016418,145.0236893,3072,"MURRAY","ROAD","STREET",29,2016,"Other injury accident"
"291564","T20160014917",2016-07-08,17:20:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","777",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79600632,144.9582915,3052,"TIN","ALLEY","PARADE SERVICE ROAD",9,2016,"Serious injury accident"
"291658","T20160015015",2016-07-09,19:20:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.80528267,144.986298,3066,"GLASSHOUSE","ROAD","STREET",0,2016,"Other injury accident"
"291671","T20160015022",2016-07-10,09:15:00,1,"Collision with vehicle",1,"Sunday",2,"T intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8262806,144.9597008,3006,"CITY","ROAD","STREET",0,2016,"Serious injury accident"
"291720","T20160015075",2016-07-11,08:00:00,1,"Collision with vehicle",2,"Monday",1,"Cross intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.82933062,144.9689026,3006,"COVENTRY","STREET","STREET",0,2016,"Other injury accident"
"291744","T20160015107",2016-07-11,15:45:00,1,"Collision with vehicle",2,"Monday",1,"Cross intersection","040",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.91114367,145.038946,3204,"BENT","STREET","ROAD",0,2016,"Other injury accident"
"291759","T20160015128",2016-07-12,08:45:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","040",2,"13","Bicycle","BOROONDARA","BOROONDARA",-37.83688734,145.0404212,3122,"ROBINSON","ROAD","ROAD",0,2016,"Serious injury accident"
"291793","T20160015144",2016-07-12,08:08:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.83280477,144.9900417,3141,"ALEXANDRA","AVENUE","STREET",0,2016,"Other injury accident"
"291795","T20160015145",2016-07-12,13:30:00,1,"Collision with vehicle",2,"Tuesday",1,"Cross intersection","050",3,"13","Bicycle","BENALLA","BENALLA",-36.55209937,145.981943,3672,"BRIDGE","STREET","STREET",0,2016,"Other injury accident"
"291817","T20160015168",2016-07-11,18:15:00,1,"Collision with vehicle",2,"Monday",2,"T intersection","040",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80838801,144.9679562,3000,"EXPLORATION","LANE","STREET",0,2016,"Serious injury accident"
"291818","T20160015168",2016-07-11,18:15:00,1,"Collision with vehicle",2,"Monday",2,"T intersection","040",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80838801,144.9679562,3000,"EXPLORATION","LANE","STREET",0,2016,"Serious injury accident"
"291850","T20160015195",2016-07-06,11:30:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","060",3,"13","Bicycle","BAYSIDE","BAYSIDE,GLEN EIRA",-37.91043552,145.0242636,3187,"THOMAS","STREET","STREET",0,2016,"Other injury accident"
"291871","T20160015207",2015-10-04,03:34:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","999",3,"13","Bicycle","WYNDHAM","WYNDHAM",-37.86696014,144.74708,3027,"OVERTON","ROAD","ROAD",89,2015,"Other injury accident"
"291873","T20160015211",2016-06-24,07:10:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","999",3,"13","Bicycle","YARRA","YARRA",-37.79381036,144.9882534,3068,"WELLINGTON","STREET","PARADE",27,2016,"Other injury accident"
"291876","T20160015212",2016-06-28,14:45:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","888",3,"13","Bicycle","BANYULE","BANYULE",-37.73281045,145.0826204,3085,"LOWER PLENTY","ROAD","ROAD",85,2016,"Other injury accident"
"291877","T20160015212",2016-06-28,14:45:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","888",3,"13","Bicycle","BANYULE","BANYULE",-37.73281045,145.0826204,3084,"LOWER PLENTY","ROAD","ROAD",85,2016,"Other injury accident"
"291978","T20160015294",2016-04-22,11:20:00,1,"Collision with vehicle",6,"Friday",2,"T intersection","040",3,"13","Bicycle","MORELAND","MORELAND",-37.77383025,144.9609793,3056,"SYDNEY","ROAD","STREET",0,2016,"Other injury accident"
"291986","T20160015299",2016-06-30,16:30:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","DAREBIN","DAREBIN",-37.74100627,145.0308542,3072,"MURRAY","ROAD","DRIVE",0,2016,"Other injury accident"
"292003","T20160015314",2016-07-12,18:30:00,1,"Collision with vehicle",3,"Tuesday",1,"Cross intersection","050",3,"13","Bicycle","BOROONDARA","BOROONDARA",-37.80045223,145.0204455,3101,"MOLESWORTH","STREET","BOULEVARD",0,2016,"Other injury accident"
"292038","T20160015340",2016-07-14,16:25:00,1,"Collision with vehicle",4,"Thursday",5,"Not at intersection","999",2,"13","Bicycle","MAROONDAH","MAROONDAH",-37.82872699,145.2794884,3153,"CANTERBURY","ROAD","ROAD",250,2016,"Serious injury accident"
"292055","T20160015352",2016-07-10,16:15:00,1,"Collision with vehicle",1,"Sunday",1,"Cross intersection","999",3,"13","Bicycle","MORELAND","MORELAND",-37.7768112,144.9669616,3056,"BARKLY","STREET","STREET",0,2016,"Other injury accident"
"292072","T20160015360",2016-07-14,17:52:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.79241971,144.9698709,3054,"PRINCES","STREET","STREET",0,2016,"Other injury accident"
"292073","T20160015360",2016-07-14,17:52:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.79241971,144.9698709,3053,"PRINCES","STREET","STREET",0,2016,"Other injury accident"
"292103","T20160015396",2016-07-14,08:55:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE,PORT PHILLIP",-37.84597455,144.9790949,3004,"ST KILDA","ROAD","STREET",0,2016,"Serious injury accident"
"292139","T20160015422",2016-06-18,16:00:00,1,"Collision with vehicle",7,"Saturday",1,"Cross intersection","050",3,"13","Bicycle","MORELAND","MORELAND",-37.77327957,144.9675562,3056,"EWING","STREET","LANE",88,2016,"Other injury accident"
"292208","T20160015492",2016-07-16,14:11:00,1,"Collision with vehicle",6,"Saturday",4,"Multiple intersection","040",3,"13","Bicycle","BANYULE","BANYULE",-37.71023375,145.082774,3087,"GRACE","STREET","AVENUE",0,2016,"Other injury accident"
"292279","T20160015558",2016-07-17,10:00:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","050",3,"13","Bicycle","HOBSONS BAY","HOBSONS BAY",-37.87366904,144.8166692,3018,"ESPLANADE",NA,"STREET",180,2016,"Other injury accident"
"292288","T20160015567",2016-07-17,08:00:00,1,"Collision with vehicle",1,"Sunday",1,"Cross intersection","060",3,"13","Bicycle","HUME","HUME",-37.69936895,144.8802211,3043,"MELROSE","DRIVE","ROAD",3,2016,"Other injury accident"
"292294","T20160015573",2016-07-17,11:26:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","999",3,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.84886763,145.1131368,3125,"HOLLAND","AVENUE","HIGHWAY",90,2016,"Other injury accident"
"292337","T20160015614",2016-07-01,09:30:00,9,"Other accident",6,"Friday",1,"Cross intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.80122203,144.9743252,3065,"NICHOLSON","STREET","STREET",0,2016,"Other injury accident"
"292338","T20160015614",2016-07-01,09:30:00,9,"Other accident",6,"Friday",1,"Cross intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.80122203,144.9743252,3053,"NICHOLSON","STREET","STREET",0,2016,"Other injury accident"
"292356","T20160015628",2016-07-18,09:30:00,6,"Vehicle overturned (no collision)",2,"Monday",5,"Not at intersection","040",2,"13","Bicycle","GEELONG","GEELONG",-38.17173887,144.3462583,3216,"HIGH","STREET","PARADE",48,2016,"Serious injury accident"
"292443","T20160015715",2016-07-09,19:30:00,1,"Collision with vehicle",7,"Saturday",1,"Cross intersection","040",2,"13","Bicycle","YARRA","YARRA",-37.80016408,144.9871862,3066,"PERRY","STREET","STREET",0,2016,"Serious injury accident"
"292447","T20160015720",2016-05-14,19:30:00,5,"collision with some other object",7,"Saturday",5,"Not at intersection","050",2,"13","Bicycle","BRIMBANK","BRIMBANK",-37.74019993,144.8107994,3021,"LESTER","AVENUE","AVENUE",174,2016,"Serious injury accident"
"292479","T20160015749",2016-03-18,05:30:00,1,"Collision with vehicle",6,"Friday",1,"Cross intersection","060",3,"13","Bicycle","DAREBIN","DAREBIN,YARRA",-37.78339885,145.0173837,3078,"HEIDELBERG","ROAD","STREET",0,2016,"Other injury accident"
"292496","T20160015764",2016-07-19,17:30:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79798154,144.9703903,3053,"PINKYS","LANE","STREET",0,2016,"Other injury accident"
"292521","T20160015782",2016-07-19,18:10:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","050",3,"13","Bicycle","MARIBYRNONG","MARIBYRNONG",-37.79004862,144.8828235,3012,"MADDEN","STREET","ROAD",0,2016,"Other injury accident"
"292522","T20160015782",2016-07-19,18:10:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","050",3,"13","Bicycle","MARIBYRNONG","MARIBYRNONG",-37.79004862,144.8828235,3011,"MADDEN","STREET","ROAD",0,2016,"Other injury accident"
"292572","T20160015825",2016-07-20,12:37:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.7992533,144.9726256,3053,"BARKLY","STREET","STREET",0,2016,"Other injury accident"
"292734","T20160015954",2016-05-06,08:10:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","050",3,"13","Bicycle","MORELAND","MORELAND",-37.73301979,144.9287721,3044,"BURGUNDY","STREET","STREET",65,2016,"Other injury accident"
"292736","T20160015955",2016-07-21,18:18:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","888",3,"13","Bicycle","WHITTLESEA","WHITTLESEA",-37.66625195,145.0164502,3075,"HIGH","STREET","CRESCENT",0,2016,"Other injury accident"
"292776","T20160015996",2016-07-20,18:15:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","050",3,"13","Bicycle","DAREBIN","DAREBIN",-37.76087072,145.0129032,3071,"CLARENDON","STREET","ROAD",0,2016,"Other injury accident"
"292805","T20160016012",2016-07-21,15:20:00,1,"Collision with vehicle",4,"Thursday",5,"Not at intersection","040",3,"13","Bicycle","DANDENONG","DANDENONG",-37.94813997,145.1874898,3174,"BROWNS","ROAD","DRIVE",75,2016,"Other injury accident"
"292814","T20160016019",2016-07-22,08:45:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","060",3,"13","Bicycle","HORSHAM","HORSHAM",-36.71465999,142.2049128,3400,"MCPHERSON","STREET","STREET",27,2016,"Other injury accident"
"292815","T20160016020",2016-07-22,11:30:00,8,"No collision and no object struck",6,"Friday",1,"Cross intersection","050",2,"13","Bicycle","YARRA","YARRA",-37.80563131,144.9760398,3065,"GERTRUDE","STREET","STREET",7,2016,"Serious injury accident"
"292820","T20160016025",2016-07-12,08:45:00,8,"No collision and no object struck",3,"Tuesday",2,"T intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81332965,144.9655412,3000,"SWANSTON","STREET","ALLEY",9,2016,"Other injury accident"
"292865","T20160016059",2016-07-17,11:55:00,1,"Collision with vehicle",1,"Sunday",2,"T intersection","050",3,"13","Bicycle","WHITTLESEA","WHITTLESEA",-37.63324666,145.064544,3752,"TRINITY","WAY","WAY",0,2016,"Other injury accident"
"292877","T20160016078",2016-07-23,10:00:00,6,"Vehicle overturned (no collision)",7,"Saturday",5,"Not at intersection","080",2,"13","Bicycle","BALLARAT","BALLARAT",-37.46808029,143.8490717,3352,"MIDLAND","HIGHWAY","LANE",940,2016,"Serious injury accident"
"292965","T20160016166",2016-07-24,13:50:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","050",3,"13","Bicycle","HUME","HUME",-37.56545142,144.7181614,3429,"ALDRIDGE","DRIVE","ROAD",45,2016,"Other injury accident"
"293020","T20160016208",2016-07-14,15:45:00,1,"Collision with vehicle",5,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","BAYSIDE","BAYSIDE",-37.96443448,145.0477291,3192,"PARK","ROAD","GROVE",45,2016,"Other injury accident"
"293023","T20160016209",2016-07-25,10:20:00,1,"Collision with vehicle",2,"Monday",2,"T intersection","070",2,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.93377202,145.0413801,3204,"SOUTH","ROAD","ROAD",0,2016,"Serious injury accident"
"293074","T20160016250",2016-07-25,16:30:00,1,"Collision with vehicle",1,"Monday",2,"T intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.79313096,144.9883686,3068,"NOONE","STREET","STREET",0,2016,"Other injury accident"
"293095","T20160016276",2016-07-24,15:45:00,1,"Collision with vehicle",0,"Sunday",5,"Not at intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.8565102,144.9924816,3181,"CHAPEL","STREET","STREET",20,2016,"Other injury accident"
